Item No.,Class,Prod Head,Item Desc.,UPC,U/M,Min. Qty,Packed,Retail Pack,Case Pack,Unit Weight, Price , Each Price , Retail ,Profit %,UPC 1,UPC 2,UPC 3,UPC 4,Stamp Tax 1,Stamp Tax 2,Stamp Tax 3,Stamp Tax 4,Stamp Tax 5,Allowance $,Category,Qmult,Custom Category,,,,,
719208,0,8670,GATORADE 24Z EDGE SPORT COOL BLU,52000241235,CS,,00024 EAC,24 CASE,1,0, $31.38 , $1.31 , $1.89 ,30.8,52000241235,1.0052E+13,,19208,0,0,0,0,2.4,0,70,24,70,BEV,,,,
719296,0,8000,KOOL-AID CHERRY 48ct,43000955628,BX,,00048 EAC,BOX,4,0, $13.49 , $0.28 , $0.50 ,43.8,43000955628,43000955628,43000016626,19296,0,0,0,0,0,0,60,48,60,SNK,,,,
719300,0,8000,KOOL-AID LEMONADE 48ct,43000955697,BX,,00048 EAC,BOX,4,0, $13.49 , $0.28 , $0.50 ,43.8,43000955697,43000955697,43000016640,19300,0,0,0,0,0,0,60,48,60,SNK,,,,
719306,0,8000,KOOL-AID ORANGE 48ct,43000955314,BX,,00048 EAC,BOX,4,0, $13.49 , $0.28 , $0.50 ,43.8,43000955314,43000955314,43000016602,19306,0,0,0,0,0,0,60,48,60,SNK,,,,
719309,0,8000,KOOL-AID GRAPE 48ct,,BX,,00048 EAC,BOX,4,0, $13.49 , $0.28 , $0.50 ,43.8,,43000955635,43000016619,19309,0,0,0,0,0,0,60,48,60,SNK,,,,
719312,0,8000,KOOL-AID STRAWBERRY 48ct,43000955611,BX,,00048 EAC,BOX,4,0, $13.49 , $0.28 , $0.50 ,43.8,43000955611,43000955611,43000016633,19312,0,0,0,0,0,0,60,48,60,SNK,,,,
719318,0,8000,KOOL-AID TROPICAL PUNCH 48ct,43000955437,BX,,00048 EAC,BOX,4,0, $13.49 , $0.28 , $0.50 ,43.8,43000955437,43000955437,43000016664,19318,0,0,0,0,0,0,60,48,60,SNK,,,,
722231,0,8650,GATORADE 20Z COOL BLUE RASP,52000324815,CAS,,00024 EA,24 CAS,1,30, $22.18 , $0.93 , $1.39 ,33.5,52000324815,1.0052E+13,,19184,0,0,0,0,1.2,0,70,24,70,BEV,,,,
722264,0,8660,GATORADE 32Z COOL BLU RASP,52000325553,CAS,,00012 EA,12 CAS,1,24, $16.88 , $1.41 , $1.99 ,29.3,52000325553,1.0052E+13,,19095,0,0,0,0,1.2,0,70,12,70,BEV,,,,
722439,0,8820,COCA COLA 20Z BTLS CLASSIC,49000000443,CS,,00024 EA,24 CAS,1,30, $28.45 , $1.19 , $1.89 ,37.3,49000000443,7.22439E+11,,50001,0,0,0,0,1.2,0,70,24,70,BEV,,,,
722447,0,8820,COCA COLA 20Z BTLS DIET,49000000450,CS,,00024 EA,24 CAS,1,30," $2,726.46 ", $113.60 , $1.89 ,910.7-,49000000450,7.22447E+11,,50015,0,0,0,0,1.2,0,70,24,70,BEV,,,,
722454,0,8820,PEPSI 20Z BTLS,12000001291,CS,,00024 EA,24 CAS,1,30, $26.18 , $1.10 , $1.89 ,42.3,12000001291,7.22454E+11,,50018,0,0,0,0,1.2,0,70,24,70,BEV,,,,
722462,0,8820,SPRITE 20Z BTLS,49000007640,CS,,00024 EA,24 CAS,1,30, $28.45 , $1.19 , $1.89 ,37.3,49000007640,7.22462E+11,,50016,0,0,0,0,1.2,0,70,24,70,BEV,,,,
722512,0,8820,PEPSI 20Z DIET,12000001307,CS,,00024 EA,24 CAS,1,30, $26.18 , $1.10 , $1.69 ,35.5,12000001307,7.22512E+11,,50017,0,0,0,0,1.2,0,70,24,70,BEV,,,,
722546,0,8820,DR PEPPER 20Z BTLS,78000082401,CS,,00024 EA,24 CAS,1,6, $28.45 , $1.19 , $1.89 ,37.3,78000082401,7.22546E+11,,50028,0,0,0,0,1.2,0,70,24,70,BEV,,,,
722603,0,8560,DOLE 6Z PINEAPPLE JUICE 8/6PK,38900009472,CAS,,00048 EA,48 CAS,1,18, $23.93 , $0.50 , $0.79 ,36.9,38900009472,1.00389E+13,,72514,0,0,0,0,2.4,0,70,48,70,BEV,,,,
722629,0,8585,ROCKSTAR 16Z ENERGY DRINK,8.18094E+11,CAS,,00024 EA,24 CAS,1,24, $28.46 , $1.19 , $1.89 ,37.3,8.18094E+11,8.18094E+11,,95380,0,0,0,0,1.2,0,70,24,70,BEV,,,,
722637,0,8585,ROCKSTAR 16Z ENERGY DIET,8.18094E+11,CAS,,00024 EA,24 CAS,1,24, $28.46 , $1.19 , $1.89 ,37.3,8.18094E+11,8.18094E+11,,95381,0,0,0,0,1.2,0,70,24,70,BEV,,,,
722645,0,8581,MONSTER 16Z ENERGY DRINK,70847811169,CAS,,00024 EA,24 CASE,1,27.41, $37.54 , $1.56 , $2.39 ,34.6,70847811169,70847810162,,95383,0,0,0,0,1.2,0,70,24,70,BEV,,,,
722652,0,8581,MONSTER 16Z LO CARB DRINK,70847811268,CAS,,00024 EA,24 CASE,1,27.41, $37.54 , $1.56 , $2.39 ,34.6,70847811268,70847811275,,95384,0,0,0,0,1.2,0,70,24,70,BEV,,,,
722660,0,8560,DOLE 46Z PINEAPPLE JUICE,38900008185,CS,,00012 EAC,12 CASE,1,43.5, $27.21 , $2.39 , $4.39 ,48.4,38900008185,1.00389E+13,,72518,0,0,0,0,0,0,70,12,70,BEV,,,,
722678,0,8581,MONSTER 24Z MEGA,70847811244,CAS,,00012 EA,12 CAS,1,18, $29.83 , $2.49 , $3.89 ,36.1,70847811244,70847810247,,95387,0,0,0,0,1.2,0,70,12,70,BEV,,,,
722686,0,8610,TROPICANA 15.2Z ORANGE JUICE,48500008607,CAS,,00012 EA,12 CAS,1,11.4, $15.77 , $1.31 , $2.19 ,40,48500008607,7.22686E+11,,72610,0,0,0,0,0.6,0,70,12,70,BEV,,,,
722702,0,8610,TROPICANA 15.2Z RUBY GRAPEFRUIT,48500009406,CAS,,00012 EA,12 CAS,1,12, $15.77 , $1.31 , $2.19 ,40,48500009406,7.22702E+11,,72612,0,0,0,0,0.6,0,70,12,70,BEV,,,,
722710,0,8610,TROPICANA 15.2Z APPLE JUICE,48500008614,CS,,00012 EAC,12 CAS,1,11.4, $15.77 , $1.31 , $2.19 ,40,48500008614,7.2271E+11,,72614,0,0,0,0,0.6,0,70,12,70,BEV,,,,
722728,0,8610,TROPICANA 32Z ORANGE JUICE,48500000007,CAS,,00012 EA,12 CAS,1,24, $27.33 , $2.28 , $3.79 ,39.9,48500000007,7.22728E+11,,72618,0,0,0,0,1.2,0,70,12,70,BEV,,,,
722751,0,8560,SUNSWEET PRUNE JUICE 32Z,70450113285,CS,,00012 EA,12 CAS,1,0, $40.13 , $3.35 , $5.19 ,35.6,70450113285,70450113282,,72535,0,0,0,0,1.2,0,70,12,70,BEV,,,,
722769,0,8610,TROPICANA 15.2Z CRANBERRY JUICE,48500008645,CAS,,00012 EA,12 CAS,1,11.4, $15.77 , $1.31 , $2.19 ,40,48500008645,7.22769E+11,,72609,0,0,0,0,0.6,0,70,12,70,BEV,,,,
722892,0,8710,ARIZONA TEA KIWI STRAWBERRY 23Z,6.13009E+11,CAS,,00024 EA,24 CASE,1,35.25, $16.30 , $0.67 , $0.99 ,31.4,6.13009E+11,6.13009E+11,,95220,0,0,0,0,1.2,0,70,24,70,BEV,,,,
722900,0,8710,ARIZONA GREEN TEA 23Z,6.13009E+11,CAS,,00024 EA,24 CASE,1,35.25, $16.30 , $0.67 , $0.99 ,31.4,6.13009E+11,6.13009E+11,,95226,0,0,0,0,1.2,0,70,24,70,BEV,,,,
722918,0,8710,ARIZONA TEA WATERMELON 23Z,6.13009E+11,CAS,,00024 EA,24 CASE,1,35.25, $16.30 , $0.67 , $0.99 ,31.4,6.13009E+11,6.13009E+11,,95227,0,0,0,0,1.2,0,70,24,70,BEV,,,,
722926,0,8710,ARIZONA TEA RX ENERGY 23Z,6.13009E+11,CAS,,00024 EA,24 CASE,1,35.25, $16.30 , $0.67 , $0.99 ,31.4,6.13009E+11,6.13009E+11,,95234,0,0,0,0,1.2,0,70,24,70,BEV,,,,
722934,0,8720,SOBE GREEN TEA 20 OZ,7.39511E+11,CAS,,00012 EA,12 CAS,1,15, $13.65 , $1.14 , $1.79 ,36.5,7.39511E+11,7.39511E+11,,95350,0,0,0,0,0.6,0,70,12,70,BEV,,,,
722942,0,8720,SOBE ORANGE CARROT 20 OZ,7.3951E+11,CAS,,00012 EA,12 CAS,1,15, $13.65 , $1.14 , $1.79 ,36.5,7.3951E+11,7.3951E+11,,95352,0,0,0,0,0.6,0,70,12,70,BEV,,,,
722959,0,8720,SOBE PINA COLADA 20Z,7.39511E+11,CAS,,00012 EA,12 CAS,1,15, $13.65 , $1.14 , $1.79 ,36.5,7.39511E+11,7.22959E+11,,95358,0,0,0,0,0.6,0,70,12,70,BEV,,,,
723049,0,8860,SUNNY D 16Z CITRUS 12CT,50200015373,CAS,,00012 EA,12 CAS,1,12, $10.81 , $0.90 , $1.39 ,35.2,50200015373,1.00502E+13,,,0,0,0,0,0.6,0,70,12,70,BEV,,,,
723247,0,8200,ENFAMIL PREM INFANT PWD 12.5Z,3.00871E+11,CS,,00006 EAC,06 CAS,1,4.69, $104.99 , $18.37 , $20.99 ,16.6,3.00871E+11,3.00871E+11,,63024,0,0,0,0,0,0,80,6,80,GRO,,,,
723254,0,8200,ENFAMIL PROSOBEE PWD 12.9Z,3.00871E+11,CS,,00006 EAC,06 CAS,1,4.84, $120.99 , $21.17 , $23.99 ,15.9,3.00871E+11,3.00871E+11,,63027,0,0,0,0,0,0,80,6,80,GRO,,,,
723262,0,8180,PEDIALYTE FRT FLVR WTR 33Z,70074803654,CS,,00008 EA,08 CAS,1,16.5, $46.69 , $6.13 , $8.99 ,35.1,70074803654,70074003658,,,0,0,0,0,0,0,80,8,80,GRO,,,,
723353,0,8080,WISHBONE BLUE CHEESE 8Z,41321006029,CSE,,00012 EC,12 CASE,1,7.34, $19.99 , $1.75 , $2.59 ,35.7,41321006029,4.1321E+12,,61008,0,0,0,0,0,0,80,12,80,GRO,,,,
723395,0,8990,HORMEL 5Z CHICKEN BREAST,37600167062,CSE,,00012 EC,12 CASE,1,5.05, $17.79 , $1.55 , $2.39 ,38,37600167062,37600034289,,74523,0,0,0,0,0,0,80,12,80,GRO,,,,
723528,0,8660,GATORADE 32Z LIME CUCUMBER,52000132243,CAS,,00012 EA,12 CAS,1,24, $16.88 , $1.41 , $1.99 ,29.3,52000132243,1.0052E+13,,,0,0,0,0,1.2,0,70,12,70,BEV,,,,
723734,0,4745,KELL CUP-TO-GO FROSTD MINI WHT 2.5Z,38000313295,BOX,,00006 EA,06 BOX,10,0.94, $6.39 , $1.07 , $1.79 ,40.5,38000313295,38000427992,38000427985,18264,0,0,0,0,0,0,80,6,80,GRO,,,,
723759,0,8700,ARROWHEAD SPRING WATER 20Z,71142008582,CAS,,00028 EA,28 CASE,1,36, $10.09 , $0.36 , $0.59 ,38.9,71142008582,71142054190,,,0,0,0,0,1.4,0,70,28,70,BEV,,,,
723791,0,8585,ROCKSTAR 24Z ENERGY DIET,8.18094E+11,CAS,,00012 EA,12 CAS,1,18, $20.51 , $1.71 , $2.99 ,42.8,8.18094E+11,8.18094E+11,,95379,0,0,0,0,1.2,0,70,12,70,BEV,,,,
723809,0,8581,MONSTER 24Z MEGA LO-CARB,70847811213,CAS,,00012 EA,12 CAS,1,18, $29.83 , $2.49 , $3.89 ,36.1,70847811213,70847810216,,95388,0,0,0,0,1.2,0,70,12,70,BEV,,,,
723825,0,8581,MONSTER 15Z JAVA MEAN BEAN,70847812609,CAS,,00012 EA,12 CAS,1,0, $24.05 , $2.00 , $3.29 ,39.1,70847812609,70847831037,,95396,0,0,0,0,0.6,0,70,12,70,BEV,,,,
723833,0,8581,MONSTER 15Z JAVA KONA BLND,70847812807,CAS,,00012 EA,12 CAS,1,0, $24.05 , $2.00 , $3.29 ,39.1,70847812807,70847831006,,95397,0,0,0,0,0.6,0,70,12,70,BEV,,,,
723841,0,8581,MONSTER 15Z JAVA LOCA MOCA,70847812715,CAS,,00012 EA,12 CAS,1,0, $24.05 , $2.00 , $3.29 ,39.1,70847812715,70847831068,,95398,0,0,0,0,0.6,0,70,12,70,BEV,,,,
724005,0,8190,GERBER FLAKED OATMEAL 8Z,15000070014,CS,,00006 EAC,6 CASE,1,4.28, $16.68 , $2.91 , $4.29 ,35.2,15000070014,4.01166E+12,,62820,0,0,0,0,0,0,80,6,80,GRO,,,,
724021,0,8190,GERBER RICE CEREAL 8Z,15000070007,CS,,00006 EAC,6 CASE,1,4.28, $16.68 , $2.91 , $4.29 ,35.2,15000070007,1.0015E+13,,62825,0,0,0,0,0,0,80,6,80,GRO,,,,
724088,0,8270,NESQUIK CHOCOLATE MILK 14Z,28000772123,CAS,,00012 EA,12 CAS,1,10.5, $18.69 , $1.56 , $2.39 ,34.8,28000772123,28000948733,,65575,0,0,0,0,0,0,70,12,70,BEV,,,,
724096,0,8270,NESQUIK STRAWBERRY MILK 14Z,28000515751,CAS,,00012 EA,12 CAS,1,10.5, $18.69 , $1.56 , $2.39 ,34.8,28000515751,28000948863,,65576,0,0,0,0,0,0,70,12,70,BEV,,,,
724104,0,8270,NESQUIK DOUBLE CHOCOLATE MILK 14Z,28000895037,CAS,,00012 EA,12 CAS,1,10.5, $18.69 , $1.56 , $2.39 ,34.8,28000895037,28000950385,,65577,0,0,0,0,0,0,70,12,70,BEV,,,,
724112,0,8730,SNAPPLE 32Z FRUIT PUNCH,76183323724,CAS,,00012 EA,12 CAS,1,24, $16.54 , $1.38 , $2.29 ,39.8,76183323724,76183323724,,95200,0,0,0,0,1.2,0,70,12,70,BEV,,,,
724120,0,8730,SNAPPLE 32Z KIWI STRAWBERRY,76183323632,CAS,,00012 EA,12 CAS,1,24, $16.54 , $1.38 , $2.29 ,39.8,76183323632,76183323632,,95201,0,0,0,0,1.2,0,70,12,70,BEV,,,,
724146,0,8730,SNAPPLE 32Z DIET PEACH TEA,76183323571,CAS,,00012 EA,12 CAS,1,24, $16.54 , $1.38 , $2.29 ,39.8,76183323571,7.24146E+11,,95205,0,0,0,0,1.2,0,70,12,70,BEV,,,,
724153,0,8730,SNAPPLE 32Z MANGO MADNESS,76183323649,CAS,,00012 EA,12 CAS,1,24, $16.54 , $1.38 , $2.29 ,39.8,76183323649,7.24153E+11,,95208,0,0,0,0,1.2,0,70,12,70,BEV,,,,
724161,0,8730,SNAPPLE 32Z PEACH TEA,76183323564,CAS,,00012 EA,12 CAS,1,24, $16.54 , $1.38 , $2.29 ,39.8,76183323564,76183323564,,95203,0,0,0,0,1.2,0,70,12,70,BEV,,,,
724211,0,8610,TROPICANA 32Z CRANBERRY JUICE,48500006723,CAS,,00012 EA,12 CAS,1,24, $27.33 , $2.28 , $3.79 ,39.9,48500006723,48500006726,,72617,0,0,0,0,1.2,0,70,12,70,BEV,,,,
724229,0,8700,PERRIER 11Z SPARK LEMON WATER,79233880088,CAS,,00024 EA,24 CAS,1,29.9, $18.99 , $0.79 , $1.19 ,33.5,79233880088,74780002110,,66657,0,0,0,0,1.2,0,70,24,70,BEV,,,,
724237,0,8700,PERRIER 11Z SPARK LIME WATER,79232580058,CAS,,00024 EA,24 CAS,1,29.9, $18.99 , $0.79 , $1.19 ,33.5,79232580058,74780002127,,66658,0,0,0,0,1.2,0,70,24,70,BEV,,,,
724245,0,8700,PERRIER 25Z SPARK LEMON WATER,74780000079,CAS,,00012 EA,12 CAS,1,32.6, $17.99 , $1.50 , $2.19 ,31.5,74780000079,74780002219,,66655,0,0,0,0,1.2,0,70,12,70,BEV,,,,
724252,0,8700,PERRIER 25Z SPARK LIME WATER,74780000093,CAS,,00012 EA,12 CAS,1,32.6, $17.99 , $1.50 , $2.19 ,31.5,74780000093,74780002226,,66656,0,0,0,0,1.2,0,70,12,70,BEV,,,,
724260,0,8700,PERRIER 25Z SPARKLING WATER,74780000055,CAS,,00012 EA,12 CAS,1,32.6, $17.99 , $1.50 , $2.19 ,31.5,74780000055,74780002202,,66653,0,0,0,0,1.2,0,70,12,70,BEV,,,,
749994,0,8820,A & W 20Z BTL ROOT BEER,78000052404,CAS,,00024 EAC,24 CASE,1,0, $26.76 , $1.12 , $1.69 ,34,78000052404,78000052404,,49994,0,0,0,0,1.2,0,70,24,70,BEV,,,,
749995,0,8820,A & W 20Z BTL CREAM SODA,7800054408,CAS,,00024 EAC,24 CASE,1,0, $26.76 , $1.12 , $1.69 ,34,7800054408,78000054408,,49995,0,0,0,0,1.2,0,70,24,70,BEV,,,,
749996,0,8820,A & W 20Z BTL DIET ROOT BEER,,CAS,,00024 EAC,24 CASE,1,0, $26.76 , $1.12 , $1.69 ,34,,78000053401,,49996,0,0,0,0,1.2,0,70,24,70,BEV,,,,
750012,0,8820,SQUIRT 20Z BTL,78000016406,CAS,,00024 EAC,24 CASE,1,0, $26.76 , $1.12 , $1.69 ,34,78000016406,78000016406,,49982,0,0,0,0,1.2,0,70,24,70,BEV,,,,
750060,0,8810,JONES SODA FUFU BERRY  12/12oz,6.20221E+11,CS,,00012 EAC,12 CASE,1,0, $13.10 , $1.10 , $1.69 ,35.4,6.20221E+11,6.20221E+11,,50060,0,0,0,0,0.6,0,70,12,70,BEV,,,,
750061,0,8810,JONES SODA STRWBRY LIME 12/12z,6.20221E+11,CS,,00012 EAC,12 CASE,1,0, $13.10 , $1.10 , $1.69 ,35.4,6.20221E+11,6.20221E+11,,50061,0,0,0,0,0.6,0,70,12,70,BEV,,,,
750062,0,8810,JONES SODA CREAM SODA  12/12oz,6.20221E+11,CS,,00012 EAC,12 CASE,1,0, $13.10 , $1.10 , $1.69 ,35.4,6.20221E+11,6.20221E+11,,50062,0,0,0,0,0.6,0,70,12,70,BEV,,,,
750063,0,8810,JONES SODA GREEN APPLE 12/12oz,6.20221E+11,CS,,00012 EAC,12 CASE,1,0, $13.10 , $1.10 , $1.69 ,35.4,6.20221E+11,6.20221E+11,,50063,0,0,0,0,0.6,0,70,12,70,BEV,,,,
750064,0,8810,JONES SODA BERY LMNADE 12/12oz,6.20221E+11,CS,,00012 EAC,12 CASE,1,0, $13.10 , $1.10 , $1.69 ,35.4,6.20221E+11,6.20221E+11,,50064,0,0,0,0,0.6,0,70,12,70,BEV,,,,
750065,0,8810,JONES SODA BLUE BBLGUM 12/12Z,6.20221E+11,CS,,00012 EAC,12 CASE,1,0, $13.10 , $1.10 , $1.69 ,35.4,6.20221E+11,6.20221E+11,,50065,0,0,0,0,0.6,0,70,12,70,BEV,,,,
765561,0,8850,FRAPUCCINO 13.7Z COFFEE STARBUCKS,12000001802,CS,,00012 EAC,12 CASE,1,0, $30.12 , $2.52 , $3.79 ,33.8,12000001802,7.65561E+11,,65561,0,0,0,0,0.6,0,70,12,70,BEV,,,,
765563,0,8850,FRAPUCCINO 13.7Z MOCHA STARBUCKS,12000004520,CS,,00012 EAC,12 CASE,1,0, $30.12 , $2.52 , $3.79 ,33.8,12000004520,12000018169,,65563,0,0,0,0,0.6,0,70,12,70,BEV,,,,
765564,0,8850,FRAPUCCINO 13.7Z VANILLA,12000813313,CS,,00012 EAC,12 CASE,1,0, $30.12 , $2.52 , $3.79 ,33.8,12000813313,12000017049,,65564,0,0,0,0,0.6,0,70,12,70,BEV,,,,
765567,0,8850,FRAPUCCINO 13.7Z CARAMEL STARBUCKS,12000016721,CS,,00012 EAC,12 CASE,1,0, $30.12 , $2.52 , $3.79 ,33.8,12000016721,12000040917,,65567,0,0,0,0,0.6,0,70,12,70,BEV,,,,
765578,0,8270,NESQUIK BANANA STRAWBERRY 12/14z,28000895044,CS,,00012 EAC,12 CASE,1,0, $18.69 , $1.56 , $2.39 ,34.8,28000895044,28000950446,,65578,0,0,0,0,0,0,70,12,70,BEV,,,,
765579,0,8270,NESQUIK VANILLA MILK 12/14z,28000896256,CS,,00012 EAC,12 CASE,1,0, $18.69 , $1.56 , $2.39 ,34.8,28000896256,28000962531,,65579,0,0,0,0,0,0,70,12,70,BEV,,,,
766608,0,8700,SMART WATER 1 LTR,7.86162E+11,CAS,,00012 EA,12 CAS,1,38.98, $18.99 , $1.58 , $2.29 ,30.9,7.86162E+11,7.86162E+11,,66608,0,0,0,0,1.2,0,70,12,70,BEV,,,,
766613,0,8700,CRYSTAL GEYSER WATER 6/1GAL,75140005154,CS,,00006 EAC,6 CASE,1,51.5, $7.59 , $1.27 , $1.89 ,33.1,75140005154,75140125142,,66613,0,0,0,0,0.6,0,70,6,70,BEV,,,,
766616,0,8700,NIAGRA WATER W/HANDLE 6/1GAL,27541000481,CS,,00006 EAC,6 CASE,1,51.5, $6.59 , $1.10 , $1.69 ,35,27541000481,27541009620,,66616,0,0,0,0,0.6,0,70,6,70,BEV,,,,
766648,0,8705,SAN P BLOOD ORANGE 24/11.15oz,41508300346,CS,,00024 EAC,24 CASE,1,19.5, $20.19 , $0.84 , $1.29 ,34.8,41508300346,41508333689,,66648,0,0,0,0,1.2,0,70,24,70,BEV,,,,
766649,0,8705,SAN P GRAPEFRUIT 24/11.15oz,41508300391,CS,,00024 EAC,24 CASE,1,19.5, $20.19 , $0.84 , $1.29 ,34.8,41508300391,41508300407,,66649,0,0,0,0,1.2,0,70,24,70,BEV,,,,
772445,0,8520,KERN'S 11.5Z APRICOT NECTAR,53859201029,CS,,00024 EAC,24 CASE,1,20.5, $12.55 , $0.53 , $0.89 ,41.3,53859201029,1.08889E+13,,72445,0,0,0,0,1.2,0,70,24,70,BEV,,,,
772449,0,8520,KERN'S 11.5Z BANANA PINEAPPLE,8.88903E+11,CS,,00024 EAC,24 CASE,1,20.5, $12.55 , $0.53 , $0.89 ,41.3,8.88903E+11,1.08889E+13,,72449,0,0,0,0,1.2,0,70,24,70,BEV,,,,
772501,0,8530,JUMEX 33Z TETRAPAK APPLE,76406061709,CS,,00012 EAC,12 CASE,1,19, $12.48 , $1.05 , $1.79 ,41.9,76406061709,2.00764E+13,,72501,0,0,0,0,0,0,70,12,70,BEV,,,,
772502,0,8530,JUMEX 33Z TETRAPAK GUAVA,76406061600,CS,,00012 EAC,12 CASE,1,19, $12.48 , $1.05 , $1.79 ,41.9,76406061600,2.00764E+13,,72502,0,0,0,0,0,0,70,12,70,BEV,,,,
772503,0,8530,JUMEX 33Z TETRAPAK MANGO,76406061808,CS,,00012 EAC,12 CASE,1,24.75, $12.48 , $1.05 , $1.79 ,41.9,76406061808,2.00764E+13,,72503,0,0,0,0,0,0,70,12,70,BEV,,,,
772504,0,8530,JUMEX 33Z TETRAPAK PEACH,76406061907,CS,,00012 EAC,12 CASE,1,19, $12.48 , $1.05 , $1.79 ,41.9,76406061907,2.00764E+13,,72504,0,0,0,0,0,0,70,12,70,BEV,,,,
772505,0,8530,JUMEX 33Z TETRAPAK STRAW/BANANA,76406063109,CS,,00012 EAC,12 CASE,1,19, $12.48 , $1.05 , $1.79 ,41.9,76406063109,2.00764E+13,,72505,0,0,0,0,0,0,70,12,70,BEV,,,,
772506,0,8530,JUMEX 33Z TETRAPAK STRAWBERRY,76406062300,CS,,00012 EAC,12 CASE,1,19, $12.48 , $1.05 , $1.79 ,41.9,76406062300,2.00764E+13,,72506,0,0,0,0,0,0,70,12,70,BEV,,,,
772507,0,8530,JUMEX 16Z LATA BOTELLA STRAW/BANANA,76406668205,CS,,00012 EAC,12 CASE,1,0, $11.22 , $0.94 , $1.59 ,41.2,76406668205,3.00764E+13,,72507,0,0,0,0,0.6,0,70,12,70,BEV,,,,
772508,0,8530,JUMEX 16Z LATA BOTELLA MANGO,76406668304,CS,,00012 EAC,12 CASE,1,12, $11.22 , $0.94 , $1.59 ,41.2,76406668304,3.00764E+13,,72508,0,0,0,0,0.6,0,70,12,70,BEV,,,,
772509,0,8530,JUMEX 16Z LATA BOTELLA PEACH,76406668106,CS,,00012 EAC,12 CASE,1,0, $11.22 , $0.94 , $1.59 ,41.2,76406668106,3.00764E+13,,72509,0,0,0,0,0.6,0,70,12,70,BEV,,,,
772510,0,8530,JUMEX 16Z LATA BOTELLA GUAVA,76406668502,CS,,00012 EAC,12 CASE,1,0, $11.22 , $0.94 , $1.59 ,41.2,76406668502,3.00764E+13,,72510,0,0,0,0,0.6,0,70,12,70,BEV,,,,
772570,0,8630,OCEAN SPRAY 64Z CRANBERRY CKTL,31200200075,CS,,00008 EAC,8 CASE,1,0, $23.46 , $2.93 , $5.79 ,49.4,31200200075,31200200273,,72570,0,0,0,0,0.8,0,70,8,70,BEV,,,,
772582,0,8630,OCEAN SPRAY 15.2Z CRANBERRY JC,31200009906,CS,,00012 EAC,12 CASE,1,0, $11.60 , $0.97 , $1.69 ,42.8,31200009906,31200788238,,72582,0,0,0,0,0.6,0,70,12,70,BEV,,,,
772615,0,8610,TROPICANA 15.2Z GRAPE JUICE,48500008638,CS,,00012 EAC,12 CAS,1,0, $15.77 , $1.31 , $2.19 ,40,48500008638,1.00485E+13,,72615,0,0,0,0,0.6,0,70,12,70,BEV,,,,
772619,0,8610,TROPICANA 32Z APPLE JUICE,48500000496,CS,,00012 EAC,12 CAS,1,0, $27.33 , $2.28 , $3.79 ,39.9,48500000496,7.72619E+11,,72619,0,0,0,0,1.2,0,70,12,70,BEV,,,,
772629,0,8570,BIG HUG FRUIT PUNCH 24/16oz,74806001608,CS,,00024 EAC,24 CASE,1,28.41, $12.00 , $0.50 , $0.79 ,36.7,74806001608,74806011607,,72629,0,0,0,0,1.2,0,70,24,70,BEV,,,,
772630,0,8570,BIG HUG BLUE RASPBERRY 24/16oz,74806001615,CS,,00024 EAC,24 CASE,1,28.41, $12.00 , $0.50 , $0.79 ,36.7,74806001615,74806011614,,72630,0,0,0,0,1.2,0,70,24,70,BEV,,,,
772632,0,8570,BIG HUG KIWI STRAWBERRY 24/16oz,74806001622,CS,,00024 EAC,24 CASE,1,28.41, $12.00 , $0.50 , $0.79 ,36.7,74806001622,74806011621,,72632,0,0,0,0,1.2,0,70,24,70,BEV,,,,
772633,0,8570,BIG HUG GRAPE 24/16oz,74806001592,CS,,00024 EAC,24 CASE,1,28.41, $12.00 , $0.50 , $0.79 ,36.7,74806001592,74806011591,,72633,0,0,0,0,1.2,0,70,24,70,BEV,,,,
772634,0,8570,BIG HUG ORANGE 24/16oz,74806001585,CS,,00024 EAC,24 CASE,1,28.41, $12.00 , $0.50 , $0.79 ,36.7,74806001585,74806011584,,72634,0,0,0,0,1.2,0,70,24,70,BEV,,,,
772637,0,8620,LANGERS CRANBERRY JUICE 16Z,41755000556,CS,,00012 EAC,12 CASE,1,0, $11.39 , $0.95 , $1.59 ,40.3,41755000556,7.72637E+11,,72637,0,0,0,0,0.6,0,70,12,70,BEV,,,,
772638,0,8620,LANGERS GRAPE JUICE 16Z,41755000709,CS,,00012 EAC,12 CASE,1,0, $11.39 , $0.95 , $1.59 ,40.3,41755000709,41755000709,,72638,0,0,0,0,0.6,0,70,12,70,BEV,,,,
772639,0,8620,LANGERS MANGO JUICE 16Z,41755000761,CS,,00012 EAC,12 CASE,1,0, $11.39 , $0.95 , $1.59 ,40.3,41755000761,41755000761,,72639,0,0,0,0,0.6,0,70,12,70,BEV,,,,
772640,0,8620,LANGERS ORANGE JUICE 16Z,41755000518,CS,,00012 EAC,12 CASE,1,0, $11.39 , $0.95 , $1.59 ,40.3,41755000518,41755000518,,72640,0,0,0,0,0.6,0,70,12,70,BEV,,,,
772642,0,8620,LANGERS FRUIT PUNCH 16Z,41755000587,CS,,00012 EAC,12 CASE,1,0, $11.39 , $0.95 , $1.59 ,40.3,41755000587,41755000587,,72642,0,0,0,0,0.6,0,70,12,70,BEV,,,,
